step,energy,ewmean,ewvar,pmove
126,-31.075445,-30.366312,1.5218806,0.91999996
127,-30.737415,-30.403423,1.3820871,0.79999995
128,-30.471064,-30.410187,1.2442901,0.91999996
129,-31.401337,-30.509302,1.2082751,0.94
130,-30.757822,-30.534155,1.0930061,0.9
131,-30.246542,-30.505394,0.99115044,0.89
132,-33.200233,-30.774878,1.5456297,0.94
133,-33.68477,-31.065866,2.1531386,0.84999996
134,-36.033,-31.56258,4.1583433,0.90999997
135,-36.4385,-32.05017,5.882222,0.91999996
136,-37.50831,-32.595985,7.975214,0.91999996
137,-33.059944,-32.64238,7.197066,0.96999997
138,-33.024193,-32.68056,6.4904795,0.9
139,-35.66074,-32.97858,6.6407633,0.94
140,-34.350872,-33.11581,6.146173,0.93
141,-33.399624,-33.14419,5.538805,0.96999997
142,-34.899445,-33.319717,5.2622066,0.90999997
143,-32.98287,-33.286034,4.7461977,0.87
144,-33.252663,-33.282696,4.2716784,0.95
145,-33.50489,-33.304916,3.848954,0.95
146,-32.500427,-33.22447,3.522307,0.90999997
147,-34.111732,-33.313194,3.2409275,0.95
148,-33.079548,-33.28983,2.9217477,0.90999997
149,-32.92735,-33.253582,2.6413982,0.91999996
150,-33.29184,-33.25741,2.3773901,0.89
151,-33.628307,-33.2945,2.152032,0.93
152,-34.216167,-33.386665,2.0132813,0.91999996
153,-37.02861,-33.75086,3.0056918,0.93
154,-32.802486,-33.65602,2.7860694,0.91999996
155,-33.58653,-33.64907,2.5078971,0.9
156,-34.389988,-33.723164,2.3065135,0.91999996
157,-33.38931,-33.689777,2.0858934,0.90999997
158,-33.73477,-33.694275,1.8774862,0.90999997
159,-33.701782,-33.695026,1.6897426,0.88
160,-33.28443,-33.65397,1.5359412,0.88
161,-33.905727,-33.679146,1.3880515,0.91999996
162,-33.38193,-33.649426,1.2571967,0.93
163,-33.3933,-33.623814,1.1373811,0.94
164,-33.77518,-33.63895,1.025705,0.9
165,-33.527706,-33.627827,0.9242482,0.89
166,-33.41666,-33.60671,0.8358366,0.9
167,-33.47814,-33.593853,0.75374055,0.91999996
168,-33.793827,-33.61385,0.68196553,0.94
169,-34.27229,-33.679695,0.6527878,0.90999997
170,-34.39011,-33.750736,0.63293105,0.91999996
171,-34.71339,-33.847,0.65304124,0.91999996
172,-35.505672,-34.012867,0.83534455,0.87
173,-34.29025,-34.040604,0.75873476,0.84999996
174,-35.413857,-34.17793,0.8525854,0.85999995
175,-35.130688,-34.273205,0.8490243,0.87
176,-34.925182,-34.3384,0.8023786,0.93
177,-34.802906,-34.384853,0.7415595,0.91999996
178,-34.920406,-34.438408,0.69321704,0.89
179,-32.722614,-34.26683,0.88885057,0.9
180,-33.757397,-34.21589,0.82332253,0.87
181,-32.42437,-34.036736,1.0298489,0.95
182,-32.26321,-33.859383,1.2099493,0.9
183,-34.18034,-33.89148,1.0982255,0.88
184,-32.71307,-33.77364,1.1133813,0.90999997
185,-33.528347,-33.74911,1.0074583,0.84999996
186,-32.51735,-33.625935,1.0432638,0.84
187,-32.405453,-33.503887,1.0729992,0.9
188,-32.760384,-33.429535,1.0154511,0.90999997
189,-33.095673,-33.39615,0.92393774,0.89
190,-33.276657,-33.3842,0.832829,0.93
191,-34.641273,-33.509907,0.8917669,0.85999995
192,-33.778316,-33.536747,0.8090741,0.91999996
193,-36.42196,-33.825268,1.4773669,0.9
194,-35.72074,-34.014816,1.652984,0.94
195,-35.40049,-34.153385,1.6604937,0.91999996
196,-34.341793,-34.172226,1.4976391,0.96999997
197,-35.298927,-34.284897,1.4621261,0.90999997
198,-38.403175,-34.696724,2.8423328,0.88
199,-38.055935,-35.032646,3.5736864,0.96
200,-36.071125,-35.136494,3.3133771,0.90999997
201,-38.808704,-35.503716,4.195701,0.88
202,-36.70738,-35.62408,3.9065232,0.87
203,-38.004467,-35.862118,4.0258327,0.88
204,-37.379223,-36.01383,3.830394,0.89
205,-35.245445,-35.93699,3.5004916,0.9
206,-34.724335,-35.815723,3.2827902,0.85999995
207,-34.99252,-35.733402,3.0155008,0.9
208,-34.85138,-35.6452,2.7839675,0.93
209,-39.01193,-35.981873,3.525709,0.89
210,-35.16813,-35.900497,3.232734,0.94
211,-34.085365,-35.718983,3.2059839,0.87
212,-33.640312,-35.511116,3.2742639,0.90999997
213,-33.456673,-35.30567,3.3267038,0.94
214,-34.99076,-35.27418,3.0029585,0.85999995
215,-37.52138,-35.4989,3.1571543,0.91999996
216,-35.396126,-35.488625,2.8423893,0.84999996
217,-34.427925,-35.382553,2.6594079,0.9
218,-34.948605,-35.339157,2.410415,0.90999997
219,-35.606953,-35.365936,2.1758277,0.85999995
220,-35.880936,-35.417435,1.982115,0.90999997
221,-35.75642,-35.451332,1.7942455,0.87
222,-34.475822,-35.353783,1.7004666,0.93
223,-34.850418,-35.303448,1.5532237,0.94
224,-34.612797,-35.234383,1.4408313,0.9
225,-33.89915,-35.10086,1.4572041,0.84
226,-33.45186,-34.93596,1.5562124,0.89
227,-34.219067,-34.86427,1.4468453,0.93
228,-34.33553,-34.811394,1.3273216,0.89
229,-34.493927,-34.779648,1.2036601,0.93
230,-34.320843,-34.73377,1.1022393,0.95
231,-33.918865,-34.65228,1.0517813,0.84
232,-34.154053,-34.602455,0.9689438,0.88
233,-33.112274,-34.453438,1.0719069,0.89
234,-33.47106,-34.3552,1.0515718,0.85999995
235,-36.30214,-34.549896,1.2875656,0.84
236,-34.71322,-34.566227,1.1612097,0.94
237,-33.85817,-34.495422,1.0902098,0.89
238,-35.198326,-34.565712,1.0256555,0.88
239,-34.552612,-34.564404,0.92310536,0.95
240,-34.894314,-34.597393,0.8405905,0.91999996
241,-37.243885,-34.86204,1.3868842,0.85999995
242,-38.015232,-35.17736,2.1430306,0.85999995
243,-40.404137,-35.70004,4.3874545,0.88
244,-39.632076,-36.093243,5.3401914,0.88
245,-39.45746,-36.429665,5.8247876,0.93
246,-36.63101,-36.4498,5.2459574,0.84
247,-38.04037,-36.608856,4.9490542,0.84
248,-38.763775,-36.82435,4.8720794,0.94
249,-45.597607,-37.701675,11.312177,0.85999995
250,-39.47279,-37.878788,10.463275,0.9
251,-41.614815,-38.25239,10.673158,0.93
252,-41.223827,-38.549534,10.400491,0.87
253,-38.860546,-38.580635,9.369147,0.94
254,-38.661007,-38.588673,8.432814,0.87
255,-36.550888,-38.384895,7.963263,0.88
256,-37.267452,-38.27315,7.279318,0.95
257,-37.28877,-38.174713,6.6385965,0.85999995
258,-35.716515,-37.928894,6.5185833,0.88
259,-37.123512,-37.848354,5.9251027,0.9
260,-37.94864,-37.858383,5.3334975,0.88
261,-36.783005,-37.750847,4.9042273,0.90999997
262,-35.8021,-37.555973,4.755589,0.90999997
263,-36.732906,-37.473667,4.3409996,0.9
264,-36.589535,-37.385254,3.9772515,0.81
265,-36.200542,-37.266785,3.705845,0.93
266,-36.469486,-37.187054,3.3924723,0.93
267,-35.17764,-36.98611,3.4166222,0.90999997
268,-35.63445,-36.850945,3.239389,0.96
269,-37.37372,-36.90322,2.9400463,0.91999996
270,-36.942955,-36.907196,2.6461837,0.88
271,-37.591003,-36.97558,2.4236488,0.89
272,-37.438835,-37.021904,2.2005985,0.88
273,-38.29531,-37.149246,2.1264794,0.90999997
274,-37.62898,-37.19722,1.9345443,0.93
275,-38.23779,-37.301277,1.8385406,0.88
276,-37.470768,-37.318226,1.6572719,0.94
277,-38.037136,-37.390118,1.5380595,0.88
278,-40.071133,-37.65822,2.0311592,0.91999996
279,-38.62808,-37.755203,1.9126997,0.84999996
280,-36.441956,-37.62388,1.8766454,0.87
281,-37.38476,-37.599968,1.6941267,0.88
282,-37.263092,-37.56628,1.5349276,0.88
283,-37.67127,-37.57678,1.3824267,0.89
284,-37.984104,-37.61751,1.2591163,0.88
285,-39.163227,-37.772083,1.3482358,0.91999996
286,-37.658764,-37.76075,1.2145679,0.94
287,-37.11865,-37.69654,1.1302176,0.9
288,-37.94326,-37.721214,1.0226741,0.85999995
289,-36.20845,-37.56994,1.1263676,0.90999997
290,-35.278152,-37.34076,1.4864364,0.96999997
291,-36.82226,-37.28891,1.3619883,0.9
292,-35.044888,-37.064507,1.6789967,0.89
293,-35.39746,-36.8978,1.7612107,0.83
294,-35.935314,-36.80155,1.6684638,0.91999996
295,-35.931828,-36.71458,1.5696952,0.85999995
296,-35.551167,-36.59824,1.5345435,0.88
297,-35.97435,-36.53585,1.4161206,0.89
298,-36.03046,-36.485313,1.2974963,0.85999995
299,-36.158085,-36.45259,1.1773838,0.84
300,-36.446075,-36.45194,1.0596492,0.90999997
301,-35.57732,-36.364475,1.0225304,0.90999997
302,-35.790417,-36.307068,0.9499363,0.83
303,-35.736088,-36.24997,0.88428426,0.82
304,-36.051605,-36.230133,0.7993972,0.88
305,-35.782097,-36.18533,0.73752373,0.89
306,-34.648876,-36.031685,0.8762333,0.91999996
307,-34.41608,-35.870125,1.0235258,0.83
308,-33.966084,-35.67972,1.2474568,0.89
309,-34.52009,-35.56376,1.2437385,0.84999996
310,-34.802837,-35.487667,1.1714748,0.96999997
311,-35.46375,-35.485275,1.0543787,0.87
312,-35.79504,-35.51625,0.9575767,0.87
313,-44.55601,-36.420227,8.216373,0.93
314,-37.9181,-36.570015,7.596661,0.90999997
315,-39.483562,-36.86137,7.6009827,0.90999997
316,-40.516956,-37.22693,8.043582,0.9
317,-38.35789,-37.340027,7.3543406,0.85999995
318,-36.26379,-37.232403,6.723152,0.90999997
319,-35.895817,-37.098743,6.2116184,0.87
320,-35.92105,-36.980972,5.7152824,0.87
321,-35.312958,-36.81417,5.394159,0.9
322,-35.51107,-36.68386,5.0075693,0.90999997
323,-34.021633,-36.417637,5.1446834,0.84999996
324,-35.25927,-36.3018,4.7509785,0.88
325,-34.722897,-36.14391,4.5002446,0.91999996
326,-34.845814,-36.0141,4.2018747,0.84999996
327,-35.090046,-35.92169,3.8585358,0.89
328,-34.779568,-35.80748,3.5900824,0.90999997
329,-34.93356,-35.72009,3.2998104,0.93
330,-34.868668,-35.63495,3.035072,0.85999995
331,-35.384914,-35.609947,2.7371914,0.9
332,-35.791473,-35.6281,2.4664378,0.88
333,-35.102722,-35.57556,2.244636,0.89
334,-35.70417,-35.58842,2.0216608,0.89
335,-34.939846,-35.523563,1.8573531,0.85999995
336,-36.226727,-35.59388,1.7161171,0.93
337,-36.187546,-35.653248,1.5762249,0.82
338,-36.594143,-35.747337,1.4982779,0.88
339,-36.25592,-35.798195,1.3717291,0.93
340,-37.92778,-36.011154,1.6427182,0.84
341,-36.68276,-36.078316,1.5190411,0.87
342,-36.763016,-36.146786,1.4093302,0.88
343,-37.534256,-36.285534,1.4416538,0.88
344,-38.401215,-36.4971,1.7003379,0.83
345,-37.308117,-36.5782,1.5895013,0.84
346,-38.36149,-36.75653,1.7167612,0.87
347,-40.918118,-37.17269,3.1037774,0.89
348,-40.406994,-37.49612,3.734864,0.84999996
349,-38.57816,-37.604324,3.4667504,0.90999997
350,-37.514584,-37.595352,3.1208,0.96999997
351,-38.228535,-37.65867,2.8448026,0.79999995
352,-38.203434,-37.713146,2.5870316,0.9
353,-38.811348,-37.822968,2.4368727,0.88
354,-38.36845,-37.877518,2.219965,0.93
355,-37.638054,-37.853573,2.0031292,0.77
356,-37.695503,-37.837765,1.805065,0.85999995
357,-36.083282,-37.662315,1.9015973,0.90999997
358,-37.236866,-37.61977,1.7277281,0.89
359,-34.985443,-37.35634,2.1795263,0.88
360,-35.529484,-37.173653,2.2619395,0.88
361,-35.094936,-36.965782,2.424641,0.87
362,-36.32268,-36.901474,2.2193987,0.96
363,-34.04713,-36.61604,2.7307136,0.94
364,-32.886913,-36.243126,3.7092164,0.89
365,-34.24377,-36.04319,3.6980627,0.93
366,-34.789337,-35.917805,3.4697495,0.90999997
367,-35.282047,-35.85423,3.1591513,0.84
368,-34.950558,-35.763863,2.916732,0.88
369,-34.47588,-35.635063,2.7743597,0.84999996
370,-35.826397,-35.654198,2.5002184,0.82
371,-35.30958,-35.619736,2.260885,0.84
372,-36.57208,-35.71497,2.1164224,0.91999996
373,-35.318024,-35.675274,1.918961,0.82
374,-38.33383,-35.94113,2.3631787,0.93
375,-36.30071,-35.97709,2.1384976,0.87
376,-36.485073,-36.027885,1.947872,0.82
377,-36.926765,-36.117775,1.8258034,0.89
378,-35.531113,-36.05911,1.6741985,0.88
379,-36.449425,-36.09814,1.5204898,0.85999995
380,-39.955357,-36.483864,2.7074711,0.91999996
381,-36.767902,-36.512268,2.443985,0.90999997
382,-36.40649,-36.50169,2.2005935,0.83
383,-36.22191,-36.473713,1.9875791,0.89
384,-37.846725,-36.611015,1.9584858,0.85999995
385,-38.836136,-36.833527,2.2082417,0.88
386,-36.229515,-36.773125,2.0202522,0.85999995
387,-36.761543,-36.771965,1.818239,0.88
388,-35.509945,-36.645763,1.7797575,0.85999995
389,-36.451565,-36.626343,1.6051759,0.84999996
390,-36.28363,-36.59207,1.4552289,0.91999996
391,-38.304104,-36.763275,1.5735009,0.94
392,-37.991222,-36.88607,1.5518576,0.88
393,-37.96987,-36.99445,1.502388,0.91999996
394,-40.39686,-37.33469,2.394024,0.84
395,-40.070522,-37.608273,2.8282516,0.91999996
396,-37.393795,-37.586826,2.5495665,0.90999997
397,-39.378284,-37.765972,2.5834486,0.88
398,-39.95723,-37.9851,2.7572486,0.95
399,-38.88973,-38.07556,2.5551755,0.88
400,-38.07679,-38.075684,2.299658,0.84999996
401,-37.692253,-38.037342,2.082924,0.9
402,-37.49021,-37.982628,1.9015731,0.85999995
403,-38.07839,-37.992203,1.7122409,0.88
404,-37.57274,-37.950256,1.5568523,0.9
405,-38.804768,-38.035706,1.4668841,0.89
406,-38.143177,-38.04645,1.3212352,0.87
407,-38.068123,-38.04862,1.1891539,0.87
408,-39.849297,-38.228687,1.3620583,0.91999996
409,-39.023113,-38.30813,1.2826526,0.87
410,-36.275234,-38.10484,1.5263265,0.90999997
411,-35.682114,-37.862568,1.9019578,0.89
412,-34.975597,-37.57387,2.4618757,0.84999996
413,-34.319588,-37.248444,3.1688209,0.84
414,-34.599167,-36.983517,3.4836187,0.84
415,-34.978226,-36.78299,3.497164,0.84
416,-34.42512,-36.547203,3.6478064,0.84
417,-35.41093,-36.433575,3.399226,0.88
418,-37.10663,-36.50088,3.1000736,0.87
419,-36.754333,-36.526226,2.7958474,0.93
420,-36.663723,-36.539974,2.5179641,0.87
421,-36.31256,-36.517235,2.2708223,0.88
422,-36.219124,-36.487423,2.0517383,0.85999995
423,-35.00468,-36.33915,2.0444317,0.89
424,-35.741608,-36.279396,1.8721235,0.89
425,-36.419617,-36.29342,1.6866807,0.87
426,-35.49617,-36.213696,1.5752171,0.96
427,-34.657223,-36.05805,1.6357301,0.9
428,-34.850567,-35.9373,1.6033782,0.89
429,-36.524044,-35.995975,1.4740243,0.89
430,-34.615967,-35.857975,1.49802,0.91999996
431,-36.41132,-35.91331,1.3757751,0.85999995
432,-35.70567,-35.892548,1.242078,0.90999997
433,-34.718655,-35.775158,1.2418923,0.84
434,-34.979965,-35.69564,1.1746129,0.81
435,-35.5473,-35.680805,1.059132,0.83
436,-34.89054,-35.60178,1.0094253,0.87
437,-34.721844,-35.513786,0.97816867,0.89
438,-36.385117,-35.600918,0.94868124,0.89
439,-37.884304,-35.829258,1.3230599,0.88
440,-37.319042,-35.978237,1.3905051,0.79999995
441,-36.438107,-36.024223,1.2704877,0.88
442,-34.980343,-35.919834,1.2415106,0.87
443,-36.0451,-35.93236,1.1187718,0.87
444,-34.89787,-35.82891,1.1032103,0.85999995
445,-35.81314,-35.827335,0.9929117,0.79999995
446,-38.318253,-36.076427,1.4520407,0.82
447,-39.487534,-36.417538,2.3540447,0.84999996
448,-38.81957,-36.65774,2.637918,0.93
449,-36.885117,-36.68048,2.378779,0.84999996
450,-37.566856,-36.76912,2.2116106,0.89
451,-36.98754,-36.790962,1.9947431,0.84999996
452,-35.34557,-36.646423,1.983293,0.84
453,-36.283398,-36.610123,1.7968246,0.90999997
454,-36.04487,-36.553596,1.6458981,0.87
455,-37.074444,-36.605682,1.5057236,0.84
456,-35.10301,-36.455414,1.5583738,0.91999996
457,-34.167095,-36.22658,1.8738127,0.88
458,-36.134445,-36.21737,1.6871954,0.88
459,-35.62879,-36.158512,1.5496539,0.9
460,-34.907085,-36.03337,1.5356346,0.81
461,-34.809605,-35.910995,1.5168555,0.88
462,-34.99004,-35.8189,1.4415042,0.88
463,-35.667377,-35.80375,1.2994201,0.91999996
464,-37.8264,-36.006016,1.5376788,0.84
465,-36.904507,-36.095863,1.4565667,0.88
466,-39.190025,-36.40528,2.1725554,0.83
467,-38.707176,-36.63547,2.4321847,0.9
468,-37.92091,-36.764015,2.337678,0.83
469,-37.21866,-36.80948,2.122513,0.85999995
470,-38.292656,-36.957798,2.108245,0.77
471,-37.45576,-37.007595,1.9197375,0.82
472,-36.711845,-36.97802,1.7356358,0.91999996
473,-35.34027,-36.814243,1.803472,0.87
474,-36.13137,-36.745956,1.6650932,0.9
475,-34.64902,-36.536263,1.8943262,0.9
476,-36.420364,-36.524673,1.7061025,0.84
477,-37.614468,-36.63365,1.6423808,0.87
478,-37.33325,-36.703613,1.5221919,0.87
479,-36.92098,-36.72535,1.3742249,0.87
480,-38.546715,-36.907486,1.5353658,0.79999995
481,-40.513786,-37.268116,2.5523155,0.84
482,-38.09832,-37.351135,2.3591154,0.87
483,-37.746494,-37.39067,2.1372716,0.84
484,-37.452015,-37.396805,1.9238831,0.82
485,-37.355026,-37.392628,1.7316518,0.84999996
486,-38.468807,-37.500244,1.6627212,0.82
487,-37.38896,-37.489117,1.4975635,0.82
488,-37.563503,-37.496555,1.3483051,0.78999996
489,-38.11739,-37.55864,1.2481638,0.84
490,-38.703617,-37.673138,1.241335,0.82
491,-40.08729,-37.914555,1.6417341,0.81
492,-38.409603,-37.964058,1.4996172,0.83
493,-39.519188,-38.11957,1.5673141,0.89
494,-38.57832,-38.165447,1.4295231,0.79999995
495,-37.37335,-38.08624,1.3430387,0.81
496,-37.292046,-38.00682,1.2655017,0.83
497,-37.172253,-37.923363,1.2016369,0.91999996
498,-37.433765,-37.874405,1.1030468,0.93
499,-37.677727,-37.854736,0.99622345,0.81
500,-38.287,-37.897964,0.9134177,0.82
501,-37.463234,-37.854492,0.8390851,0.87
502,-37.698223,-37.838867,0.75737435,0.82
503,-38.74947,-37.929928,0.7562646,0.84999996
504,-37.25167,-37.862103,0.7220411,0.84
505,-38.034725,-37.879364,0.6525188,0.83
506,-37.329884,-37.824417,0.6144405,0.84
507,-37.42255,-37.78423,0.56753117,0.82
508,-37.616665,-37.76747,0.51330507,0.88
509,-37.453392,-37.736065,0.47085267,0.79999995
510,-38.586193,-37.82108,0.48881197,0.84999996
511,-40.43143,-38.082115,1.053185,0.83
512,-43.103027,-38.584206,3.2167268,0.82
513,-41.41765,-38.86755,3.6176097,0.83
514,-42.824444,-39.26324,4.6649795,0.85999995
515,-42.3802,-39.574936,5.0728703,0.85999995
516,-41.40353,-39.757797,4.8665214,0.88
517,-41.917133,-39.973732,4.7995152,0.84999996
518,-44.09979,-40.386337,5.8517547,0.81
519,-47.919086,-41.13961,10.373387,0.79999995
520,-45.621845,-41.587833,11.144187,0.79999995
521,-44.293728,-41.85842,10.688736,0.84
522,-45.641933,-42.23677,10.908209,0.83
523,-40.905613,-42.103653,9.976867,0.84
524,-40.50186,-41.943474,9.210096,0.84999996
525,-40.464672,-41.795593,8.485903,0.81
526,-39.202652,-41.5363,8.2424135,0.83
527,-39.857967,-41.36847,7.6716843,0.79999995
528,-40.929348,-41.32456,6.92187,0.90999997
529,-40.525143,-41.244617,6.287199,0.83
530,-39.970013,-41.117157,5.8046947,0.78
531,-38.879845,-40.893425,5.674726,0.89
532,-41.518936,-40.955975,5.142467,0.87
533,-44.091183,-41.269497,5.512878,0.9
534,-46.967133,-41.83926,7.8832655,0.84
535,-41.408234,-41.796158,7.1116595,0.84999996
536,-44.07313,-42.023857,6.867108,0.79999995
537,-59.86631,-43.8081,34.83218,0.83
538,-46.514263,-44.078716,32.008057,0.87
539,-45.11,-44.181847,28.90297,0.85999995
540,-45.025814,-44.266243,26.076777,0.82
541,-43.928093,-44.23243,23.47939,0.81
542,-42.614,-44.070587,21.36719,0.87
543,-42.515324,-43.915062,19.448166,0.81
544,-47.423862,-44.26594,18.6114,0.81
545,-46.43993,-44.48334,17.17562,0.87
546,-50.952633,-45.130272,19.224712,0.76
547,-50.973446,-45.71459,20.375082,0.79999995
548,-49.85425,-46.128555,19.879887,0.78999996
549,-46.221416,-46.13784,17.892673,0.83
550,-46.15678,-46.139732,16.103437,0.82
551,-47.628017,-46.28856,14.692442,0.84
552,-52.712257,-46.930927,16.936949,0.78999996
553,-46.14912,-46.852745,15.2982645,0.76
554,-44.82689,-46.650158,14.137806,0.85999995
555,-43.33903,-46.319046,13.710746,0.84999996
556,-42.463055,-45.93345,13.677851,0.85999995
557,-42.726692,-45.612774,13.235561,0.79999995
558,-42.350384,-45.286533,12.869892,0.85999995
559,-41.721138,-44.929993,12.726986,0.84
560,-42.15258,-44.652252,12.148549,0.85999995
561,-43.09092,-44.49612,11.153092,0.82
562,-42.528812,-44.29939,10.386109,0.76
563,-42.8968,-44.15913,9.52455,0.84999996
564,-44.62785,-44.206,8.591868,0.82
565,-44.87713,-44.273113,7.773218,0.90999997
566,-44.361835,-44.281986,6.996605,0.85999995
567,-47.86294,-44.640083,7.4510355,0.85999995
568,-43.60939,-44.537014,6.8015413,0.81
569,-40.734997,-44.15681,7.4223676,0.84
